"Date","RFID","Species","Sex","sumvisits","nightlows"
2019-03-04,"0700EE27B1","DOWO","F",195,-22.2222222222222
2019-03-05,"0700EE27B1","DOWO","F",184,-13.2777777777778
2019-03-06,"0700EE27B1","DOWO","F",192,-17.2222222222222
2019-03-07,"0700EE27B1","DOWO","F",156,-3.88888888888889
2019-03-08,"0700EE27B1","DOWO","F",129,-11.7222222222222
2019-03-09,"0700EE27B1","DOWO","F",42,-1.11111111111111
2019-01-26,"0700EE315A","WBNU","M",82,-6.72222222222222
2019-01-31,"0700EE315A","WBNU","M",31,-17.7777777777778
2019-02-01,"0700EE315A","WBNU","M",142,-11.7222222222222
2019-02-02,"0700EE315A","WBNU","M",56,1.11111111111111
2019-02-03,"0700EE315A","WBNU","M",60,-1.11111111111111
2019-02-04,"0700EE315A","WBNU","M",62,-12.2222222222222
2019-02-05,"0700EE315A","WBNU","M",238,-13.2777777777778
2019-02-06,"0700EE315A","WBNU","M",5,-13.2777777777778
2019-02-14,"0700EE315A","WBNU","M",26,-11.7222222222222
2019-02-15,"0700EE315A","WBNU","M",112,-13.2777777777778
2019-02-16,"0700EE315A","WBNU","M",55,-16.7222222222222
2019-02-17,"0700EE315A","WBNU","M",136,-10
2019-02-18,"0700EE315A","WBNU","M",164,-13.2777777777778
2019-02-19,"0700EE315A","WBNU","M",175,-16.1111111111111
2019-02-20,"0700EE315A","WBNU","M",89,-9.38888888888889
2019-02-22,"0700EE315A","WBNU","M",40,-6.72222222222222
2019-02-23,"0700EE315A","WBNU","M",101,-5
2019-02-24,"0700EE315A","WBNU","M",106,-17.7777777777778
2019-02-25,"0700EE315A","WBNU","M",143,-21.7222222222222
2019-02-26,"0700EE315A","WBNU","M",129,-16.1111111111111
2019-02-27,"0700EE315A","WBNU","M",143,-15.6111111111111
2019-02-28,"0700EE315A","WBNU","M",75,-13.8888888888889
2019-03-02,"0700EE315A","WBNU","M",84,-13.2777777777778
2019-03-03,"0700EE315A","WBNU","M",107,-21.1111111111111
2019-03-04,"0700EE315A","WBNU","M",118,-22.2222222222222
2019-03-07,"0700EE315A","WBNU","M",33,-3.88888888888889
2019-03-08,"0700EE315A","WBNU","M",81,-11.7222222222222
2019-01-26,"0700EE3187","WBNU","U",64,-6.72222222222222
2019-01-27,"0700EE3187","WBNU","U",118,-6.72222222222222
2019-01-28,"0700EE3187","WBNU","U",71,-10.6111111111111
2019-01-29,"0700EE3187","WBNU","U",68,-18.8888888888889
2019-01-30,"0700EE3187","WBNU","U",94,-22.2222222222222
2019-02-01,"0700EE3187","WBNU","U",30,-11.7222222222222
2019-02-04,"0700EE3187","WBNU","U",22,-12.2222222222222
2019-02-13,"0700EE3187","WBNU","U",6,-9.38888888888889
2019-02-14,"0700EE3187","WBNU","U",30,-11.7222222222222
2019-02-15,"0700EE3187","WBNU","U",47,-13.2777777777778
2019-02-16,"0700EE3187","WBNU","U",10,-16.7222222222222
2019-02-18,"0700EE3187","WBNU","U",10,-13.2777777777778
2019-02-19,"0700EE3187","WBNU","U",38,-16.1111111111111
2019-02-20,"0700EE3187","WBNU","U",55,-9.38888888888889
2019-02-21,"0700EE3187","WBNU","U",14,-18.8888888888889
2019-02-22,"0700EE3187","WBNU","U",1,-6.72222222222222
2019-02-24,"0700EE3187","WBNU","U",7,-17.7777777777778
2019-02-25,"0700EE3187","WBNU","U",2,-21.7222222222222
2019-02-26,"0700EE3187","WBNU","U",4,-16.1111111111111
2019-02-28,"0700EE3187","WBNU","U",28,-13.8888888888889
2019-03-01,"0700EE3187","WBNU","U",91,-12.7777777777778
2019-03-02,"0700EE3187","WBNU","U",19,-13.2777777777778
2019-03-03,"0700EE3187","WBNU","U",50,-21.1111111111111
2019-03-05,"0700EE3187","WBNU","U",21,-13.2777777777778
2019-03-06,"0700EE3187","WBNU","U",53,-17.2222222222222
2019-03-07,"0700EE3187","WBNU","U",33,-3.88888888888889
2019-03-08,"0700EE3187","WBNU","U",47,-11.7222222222222
